source,label,subclass,group_id,file,origin_file
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0068.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0068.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0154.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0154.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0240.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0240.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0326.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0326.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0412.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0412.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0498.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0498.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0584.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0584.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0670.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0670.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0756.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0756.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_141945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0842.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_141945__0842.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0071.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0071.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0161.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0161.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0251.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0251.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0342.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0342.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0432.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0432.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0522.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0522.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0612.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0612.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0703.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0703.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0793.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0793.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142233,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0883.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142233__0883.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0069.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0069.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0146.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0146.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0223.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0223.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0300.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0300.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0377.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0377.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0455.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0455.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0532.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0532.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0609.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0609.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0686.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0686.jpg
recordings_aux,non_UXO,cylinder,2023-09-21_142511,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0763.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\non_UXO\cylinder\test_cylinder__2023-09-21_142511__0763.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_155609,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0074.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0074.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_155609,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0423.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0423.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_155609,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0772.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0772.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_155609,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__1120.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__1120.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_155609,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__1469.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__1469.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160146,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0076.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0076.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160146,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0427.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0427.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160146,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0778.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0778.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160146,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__1128.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__1128.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160146,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__1479.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__1479.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160551,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0066.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0066.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160551,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0412.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0412.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160551,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0758.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0758.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160551,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__1104.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__1104.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_160551,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__1450.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__1450.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_161916,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0052.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0052.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_161916,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0108.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0108.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_161916,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0164.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0164.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_161916,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0219.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0219.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_161916,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0275.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0275.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_162055,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0066.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0066.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_162055,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0130.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0130.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_162055,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0193.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0193.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_162055,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0256.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0256.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-21_162055,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0320.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0320.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_171105,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__0622.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__0622.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_171105,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__0800.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__0800.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_171105,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__0979.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__0979.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_171105,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__1158.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__1158.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_171105,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__1336.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_171105__1336.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_172513,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_172513__0144.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_172513__0144.jpg
recordings_aux,UXO,100lbs_aircraft_bomb,2023-09-20_172513,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_combined_optical_v1_lite\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_172513__0329.jpg,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_172513__0329.jpg
